,person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length
person_age,1.0,0.17726520553757072,0.16578656334514583,0.053954094558658884,0.0125799155606829,-0.02180311534927423,-0.04223148010775393,0.8598079038461369
person_income,0.17726520553757072,1.0,0.13682473253623506,0.2691817719231572,0.0007917736695404936,-0.14395054573025665,-0.25301270995024866,0.11618611204545168
person_emp_length,0.16578656334514583,0.13682473253623506,1.0,0.11075891062980493,-0.056404812479093985,-0.08263825431805279,-0.05516663236953787,0.14633553289930407
loan_amnt,0.053954094558658884,0.2691817719231572,0.11075891062980493,1.0,0.14681333929136817,0.10655741748264905,0.5726793663336945,0.04526302429646986
loan_int_rate,0.0125799155606829,0.0007917736695404936,-0.056404812479093985,0.14681333929136817,1.0,0.3351326114498812,0.12031388883450322,0.0166961686256887
loan_status,-0.02180311534927423,-0.14395054573025665,-0.08263825431805279,0.10655741748264905,0.3351326114498812,1.0,0.3791600357042141,-0.01420375089576775
loan_percent_income,-0.04223148010775393,-0.25301270995024866,-0.05516663236953787,0.5726793663336945,0.12031388883450322,0.3791600357042141,1.0,-0.03058690474736875
cb_person_cred_hist_length,0.8598079038461369,0.11618611204545168,0.14633553289930407,0.04526302429646986,0.0166961686256887,-0.01420375089576775,-0.03058690474736875,1.0
